7668,5526,2574,101,1896,4248,5947,8281,5039,2512,9485,7252,9598,2815,5691,9513,8074,7660,7061,7567,2966,9546,6098,3911,6773,974,5301,1046,1997,4441,7170,1472,1136,2451,4205,7689,6691,7500,8906,2197,1163,2092,3773,7496,7050,8723,1307,6086,6853,9896,4005,468,3073,8111,4370,3140,8208,5866,4901,6603,4760,5662,8098,3357,5228,9999,6461,5902,2112,1378,2491,6738,7911,2297,8685,8365,5127,5257,7546,3284,3284
3276,4244,8267,1478,2509,2493,5063,6351,4992,2118,1360,8852,3228,5620,9659,1481,9716,5499,2461,6736,6956,4255,2265,7118,7448,4388,1570,5127,3692,8397,2877,3263,8187,8784,8686,4025,3435,8048,1498,9915,1935,8688,3810,3432,6186,3207,8125,7075,8690,4101,6942,3346,1946,3873,2762,4744,8452,5021,8082,3768,713,47,5405,2920,1224,1450,7230,4698,2487,1729,6057,1604,7002,3385,4386,6136,7269,8918,4716,796,796
8874,2348,4781,7777,5436,4361,3653,4912,2242,2244,4018,9166,1792,8495,8377,3041,6586,5616,9230,9033,9124,6105,9078,9645,1907,2465,421,7376,7433,7192,5757,4726,8203,2790,7587,4196,6718,1757,8411,8284,5477,6592,730,9491,6980,9796,7042,319,3728,3871,9848,3265,8219,1314,1650,830,2954,4626,4945,5514,434,6307,2234,9817,3158,8857,6017,6239,3626,4777,8794,7281,4338,6565,3066,5442,7793,6723,1332,3222,3222
4190,4641,3834,6966,1732,8327,9447,287,8541,4407,578,2250,7118,5378,9725,5355,9962,3743,9391,2104,9574,2000,2075,4994,8454,2650,276,6528,9101,8191,6494,9203,4016,1127,3230,5522,5698,3954,2984,7983,6648,9173,8255,9087,9365,9286,1544,1334,6351,6791,5350,7222,104,4189,2174,9253,3124,3979,4515,9927,7911,8662,4874,1745,6967,738,5751,7203,2790,2706,9645,8805,7880,7066,9057,9049,4738,6319,6486,437,437
3785,9827,2764,7010,9480,9587,9245,2870,7372,2170,9174,2801,9962,75,5050,9303,9749,5801,9373,4879,9233,1851,4644,2028,916,722,3361,3248,7294,4916,8026,1040,871,6932,1139,7904,4144,9270,5198,6341,9614,4431,2705,8850,9782,4913,6159,7932,7147,3219,8060,6086,4210,1846,909,5812,3469,3296,7204,9609,7426,68,9447,9980,8580,4662,138,9423,9432,9578,1776,439,2481,7316,6860,5526,227,378,7892,7185,7185
2752,2448,2084,8417,706,707,2679,3380,2067,499,2932,6125,9336,4324,5343,9154,5015,4682,2413,4967,1601,4073,6641,6062,1596,4998,527,4941,7498,9955,6571,4103,1809,1447,7273,6048,7028,1971,5134,3276,5655,4028,2653,8287,191,119,2330,3583,3134,2742,6665,1661,6986,4399,8158,5021,4246,7589,9310,6166,7414,4813,2620,7593,8990,8569,588,1804,1475,1360,5714,1298,7368,5682,499,8575,9168,4039,7441,6135,6135
9473,6918,2669,6453,496,9525,767,3948,1294,7532,9890,8093,4368,3441,2539,1389,2217,9748,1213,6334,7340,8957,8412,5431,2241,3567,6637,1178,9415,6076,8387,6075,1366,8986,6163,2623,592,4796,2464,3321,9592,6007,9790,669,870,5118,643,7167,6921,4630,7519,5317,249,7041,2922,7616,3352,4854,9349,6566,8729,567,9303,4667,8883,6679,5282,4417,6312,5693,9786,8318,3516,107,5315,8869,2996,2421,4370,8571,8571
7817,5883,4656,4955,101,5913,714,5322,3058,9742,3696,5738,9189,9870,6101,8702,995,8796,431,6716,973,9022,9183,2279,1626,3047,4861,7889,5452,3370,9961,6049,4952,2492,6986,9258,2627,2912,8435,16,975,7131,6807,823,2497,7650,4604,4178,9692,6967,4324,2582,5061,7583,8467,8534,1105,1998,9535,4536,322,2712,27,3087,5213,2225,2442,6686,8277,3036,9281,7834,2016,7646,3045,9031,8928,8555,6231,2778,2778
9137,3737,9343,3496,6232,93,116,3840,1306,5051,116,4038,6857,1113,1844,6589,5388,779,7801,3994,9396,6547,487,8752,1384,921,2401,3364,3850,6396,6043,330,9294,5476,3914,2149,217,660,8514,1321,9118,4446,2342,347,8498,9335,7899,1726,857,7829,7684,7959,8693,2427,4198,1546,4509,5627,9940,4985,803,9931,7410,779,76,7839,9110,1426,4827,1851,7538,9426,7556,4466,5194,7280,765,8184,4579,7488,7488
496,300,7709,107,7375,1899,8558,4738,320,7687,1723,9808,1829,165,9700,7818,4402,1833,4994,1269,540,5189,101,2658,2741,2736,7522,4486,3508,6971,9758,9253,5339,397,9309,9461,734,5511,8674,7608,2194,4815,355,6194,2218,809,6848,7720,3307,5991,657,4685,7960,2864,4280,9590,8677,3926,218,4934,7960,1678,969,3218,8306,8618,9035,6941,2218,7248,6916,8603,2193,68,7111,706,733,9577,2121,5746,5746
7338,7116,2203,449,2207,328,163,9563,8881,970,1178,7359,9863,1544,7750,6336,7652,4549,2380,8995,4747,2487,7566,7836,3649,7855,5808,5358,6857,3156,9607,4062,6872,889,1464,6448,6194,3553,3876,5015,7322,3648,9344,2264,2757,3675,371,695,4998,6134,9453,2807,6546,3525,9092,1101,9901,8346,1788,8076,7563,3101,40,6233,2031,286,6349,8071,5806,2403,3215,6092,1388,1952,3137,2794,1276,1432,8615,678,678
3434,6531,9328,8271,2306,2876,3927,1906,5756,6924,9355,9494,6287,1179,8114,3539,6399,8138,2703,6539,8590,303,5622,994,5362,173,9371,9402,9213,248,6450,4268,2645,3027,9359,8087,8156,1012,599,3362,8248,6701,2668,2592,5420,2597,8067,8277,2172,1197,9296,2917,1004,5002,8856,9012,4416,6512,9245,9062,4908,8227,2966,5568,4980,2648,2515,1029,7132,2273,395,7944,3865,9603,9104,8814,7677,7139,1145,6140,6140
7152,567,8004,131,110,3604,8779,6298,9326,3527,7063,601,7303,2834,5357,5538,6539,4026,6161,3610,9535,9602,1975,7316,8791,2065,5298,9158,6807,3911,8631,1635,6083,7641,4474,7245,9118,5757,5327,8491,8413,759,3690,7871,6468,5144,2062,7887,5783,1414,2944,1037,8857,2069,8835,9821,8191,9608,2237,6741,6285,6533,5648,4296,5639,5342,1570,4985,8752,8536,2501,1309,8125,8615,941,5767,6258,8078,9391,861,861
4355,5997,6192,2948,6772,673,158,3234,411,4694,1594,9116,7769,562,3001,3094,1349,775,6878,7667,3650,7833,5726,5336,7170,4238,2045,8600,4412,2488,8334,9960,7874,5083,7095,1917,58,4525,826,6968,3462,3312,2028,7616,586,3945,3200,6359,3931,8923,6843,5698,5997,748,5457,8132,9283,1918,1541,6163,6291,4933,7596,2289,9519,2294,6122,9010,1468,6501,9618,8828,4637,54,586,4241,1528,5452,1524,7750,7750
4552,3971,5856,6185,3433,8576,5093,8959,8650,5145,1918,4946,2707,6176,8830,6646,8101,4170,8331,6560,7333,1628,2920,7185,2903,1048,5096,1025,7310,4930,7359,577,3056,5776,2212,8340,2640,6084,2152,6818,8560,8355,9679,8508,3320,5090,7295,5912,9417,8787,7499,1529,9352,1948,2790,7857,5625,7070,5670,7399,736,6656,8637,2654,7184,3205,4192,6122,7471,9216,4835,303,4096,7191,3066,7696,9558,9628,1385,803,803
7917,6623,3555,784,2878,6908,2447,1562,8824,1306,8574,2702,8257,2313,4438,6702,3677,2432,2538,6065,7583,4163,5374,3289,2475,5,5447,874,854,2458,5256,1320,5218,4022,7302,7127,8069,7198,4084,797,1907,4485,8102,4827,9230,8384,1857,1719,2541,1394,7847,3972,4338,6015,8574,4086,7120,4747,6538,4562,3389,92,4238,7898,5645,4546,4174,6597,6386,613,8846,3157,8114,791,755,78,3329,7579,2400,9859,9859
7827,820,2260,5937,8140,7659,5782,6297,5495,2165,7594,5573,2391,6836,199,6266,1328,4174,6093,874,4806,6678,7779,1898,5325,6847,7755,1839,5384,7183,8523,3195,7485,185,2583,8466,4127,8352,2433,156,7810,4187,574,760,1034,187,9505,2780,6299,8852,1728,8716,6105,2684,9742,1069,2952,4182,6047,2337,9339,5846,3143,5021,7769,176,3530,1622,739,9671,9708,4638,750,6833,4177,6570,302,4161,9437,9918,9918
2460,6148,5118,8001,5933,2544,3967,8835,8282,5940,7942,2921,2009,8839,9545,2759,9612,3741,1275,848,3593,3144,5631,9689,6451,9548,5115,1783,686,5455,2225,9628,8796,3364,9462,5725,3285,5775,9327,2575,6650,5188,4318,2676,1393,4102,6936,8529,13,5019,9681,2634,5008,438,5054,7491,8881,2858,5553,5600,4132,4780,3679,9461,3259,8705,1933,1574,8762,7131,2813,4439,3144,2560,8819,556,8901,7490,2454,2425,2425
2350,3287,6504,6104,8688,3359,1716,7861,8397,2425,1547,9862,3975,2986,8496,4608,7922,7540,5065,4597,2738,8589,3753,2331,924,8632,7060,309,4978,170,7487,1030,7401,5701,7532,6996,694,7726,9697,706,7355,8746,6481,4660,9886,1260,384,1359,787,7768,3906,3301,2556,770,9547,2988,7693,2766,9807,2919,8701,6256,7187,5593,8077,3741,4186,3513,8323,7719,3303,9175,1938,693,7040,5083,1422,5159,7896,3734,3734
691,1874,1839,8282,1399,3883,931,239,2000,8910,6166,1462,4993,9454,43,4452,2879,8017,5062,1711,8157,7096,3725,5737,3328,9194,8529,9030,892,6809,1977,4092,3348,2442,6567,3421,3197,8591,4800,9516,2939,7759,9175,4881,5072,2445,2193,2013,2099,5147,6353,3412,6518,8367,4156,1579,830,4606,8101,9012,7534,6361,690,8214,9130,6134,4420,1684,8120,6425,1794,1921,7002,9733,5309,1426,8277,8559,7467,2698,2698
3514,7981,9227,4165,2210,5273,7772,6618,1228,3513,7888,1269,3068,5199,2078,617,231,2833,2839,7161,5215,8913,2672,3403,522,5942,4078,1843,8651,6417,9555,4979,2103,2840,1606,5313,3377,7710,2728,5344,4973,3528,5423,7572,9391,2792,2190,4498,9131,8004,5529,8621,6694,1663,7940,2442,4580,6269,1925,8459,5287,4323,9980,9173,1317,8324,4609,7086,5169,773,8309,4695,9343,4168,3583,4502,6340,1011,2928,9005,9005
5880,8424,1259,3642,7332,6587,8164,1322,7817,1909,354,2410,9835,6888,327,9406,5887,4027,582,4811,8472,5823,3621,1124,90,4777,1943,845,3241,3390,8048,6474,426,4160,4436,512,4143,9589,3608,5457,6894,2177,8062,3811,1178,4422,301,8072,9494,8825,2822,743,4345,7887,8126,4321,8228,4107,8714,1308,3646,9985,7085,4203,3096,8021,5739,5505,9078,717,7176,7716,4095,570,3897,3336,645,81,8400,4864,4864
3145,7672,9451,710,6172,3065,1117,2553,2099,6983,6932,4171,3427,1927,9397,8064,2655,396,1014,6734,2284,4890,4280,2679,4813,7910,1697,8398,2743,1956,5763,6393,8572,9525,8981,9164,4802,3122,3849,9210,3933,5243,2867,9032,8464,8389,8535,1129,896,5062,3355,8001,3727,7759,9824,2149,9459,8982,445,6072,592,1231,7714,2271,9624,7004,4135,3244,9058,8803,2206,1494,1392,9127,4428,9518,9125,478,3299,9818,9818
7633,7575,1388,2390,6403,1749,9244,2213,6473,346,4651,2709,341,5866,106,6379,508,811,8109,5723,9473,7679,1162,3241,9737,8971,1764,1433,3801,7188,2414,2799,4163,4828,5612,9837,3324,4392,3861,5051,3784,8379,9657,939,8042,9290,5503,9998,8600,9625,3897,4734,7956,1885,7340,7642,8611,8568,8332,1225,3065,2175,9373,7980,3818,5205,2963,411,3370,160,1602,1015,4220,9537,7788,2292,8869,5840,4025,6743,6743
7199,6797,7909,575,7333,3223,5783,5053,3571,6377,1010,7508,8412,8760,6090,444,4357,2871,3525,6356,3906,1212,5812,7748,9557,6279,5453,7118,3813,577,4948,6967,9171,6602,6796,9794,8134,6856,3498,8099,3200,3838,7553,4384,6869,50,1462,1147,1643,7988,7724,888,20,157,8840,6108,4499,9053,7309,9306,7582,7178,5632,2983,1770,7032,6308,9638,9560,1114,1838,1772,3455,1925,4721,1885,5952,1964,7458,2475,2475
3783,6717,5733,715,4044,604,7776,5446,5994,4304,7759,6241,2134,320,8181,5602,4964,1150,1544,6026,6982,9294,345,16,691,7253,7085,70,8588,7526,4265,8687,3176,2614,4385,8369,6953,5016,9943,1617,2419,7233,3442,929,2075,1765,7380,8804,8419,1110,4257,7744,3954,7770,6574,250,1179,4244,6830,8818,2592,3034,7526,5952,695,6637,1161,4150,7987,7554,236,5913,6969,8287,7249,3740,141,1334,4703,132,132
5066,1078,6968,3089,2291,9925,3846,4402,4447,9330,6905,7522,4034,1792,8646,4950,3554,9809,1569,9183,5505,5884,8173,2724,2388,2516,960,8071,6701,2203,2427,7724,948,7447,5076,4185,7625,749,1407,9951,9234,4607,3920,7525,8275,1521,5114,9405,7248,3992,7489,8092,8652,4520,3547,6086,4988,5604,5786,5886,8755,9744,6707,9992,2454,9442,8809,907,8585,7197,4593,1127,9647,5508,6559,3153,8141,6875,7206,9486,9486
7487,5008,8519,6964,1790,6941,8862,6500,1299,7203,661,615,8511,8296,6414,1810,5930,2719,8622,2586,6053,2972,9785,5441,1383,1555,2405,2877,4416,968,8978,7392,7654,3711,2007,1488,3598,2285,3991,7663,4747,9187,7430,8419,3601,6921,4824,6255,2660,7984,8672,3671,4424,4878,1477,3167,1394,102,5736,7243,6068,6155,3951,8399,947,5539,8619,9135,8531,753,2245,1952,1321,4297,7324,9348,1816,8670,6358,3825,3825
3285,4051,9973,4217,2446,2823,6014,5182,5991,6605,7689,2407,6421,7898,7499,8391,6236,9199,7944,5636,7936,3012,1525,6640,4021,1833,739,3904,6990,8164,8088,9927,9344,4505,6072,7210,3584,3356,7191,8253,2208,7216,3945,5556,7715,8586,8833,1619,2609,9966,4356,8941,9387,3857,3014,24,550,2756,7306,7365,8597,9165,9734,3468,6029,5584,2796,829,5347,4513,8993,1950,9048,8452,825,9331,9635,9900,792,5472,5472
1084,8795,1663,192,7390,8767,2330,8585,543,3709,6092,8200,3041,6121,5450,1536,7384,8504,2905,1092,6074,3359,955,9368,1609,3184,2100,8866,6490,479,8841,2085,3217,7745,3678,1524,4289,7482,9110,9683,2207,2190,7639,9063,9470,4368,1763,2165,8579,6516,3983,1487,2035,1137,6798,9528,2336,727,2710,8792,1982,7787,4216,1776,3474,4819,3819,981,9312,4322,4017,8905,1996,8795,7311,8051,4025,739,6200,919,919
8985,5820,5315,5949,8698,7039,6947,6900,7874,3346,9292,4189,9012,7241,4850,316,4614,1224,6120,7779,7179,7794,5603,9081,9206,9453,5800,6722,3197,8699,9208,3200,1650,8034,8331,1016,7065,9956,5666,2670,1945,6967,3714,662,8786,1565,4974,7491,91,6251,1948,5658,8358,3525,7134,7663,6089,5887,3034,6007,5782,5836,2146,3188,9938,5874,6971,1707,1058,8499,10,4064,1640,6213,3760,2759,4184,1514,725,292,292
760,346,7571,7006,5723,3290,1777,5756,2297,970,3845,5492,2983,5886,6273,8714,280,540,1564,7923,6688,7428,2215,5618,4707,9053,728,4299,6838,7915,9601,6466,5580,6514,1338,4620,3434,7348,8434,1261,2899,2920,3392,8887,6475,5727,8711,1,6663,8270,6892,7099,5962,3050,435,2685,6872,2566,1838,9256,1894,9318,3602,9314,3527,5807,8228,5359,4271,4533,8215,9890,6626,7994,6064,5407,3093,8692,4275,4411,4411
872,1851,3035,715,3678,3214,3112,9661,1651,369,9605,5649,7289,5814,5014,1178,3093,2051,1839,8747,1564,1579,2580,858,5200,6897,9737,10,6503,507,5810,8702,7971,4907,3299,9435,2106,2599,4704,4710,1407,6082,2525,7026,8373,7855,9262,8882,5506,421,7415,2781,5304,6276,9484,1220,269,7922,7969,6699,2900,7860,5371,1720,5696,8589,4188,8781,1159,2609,6921,385,1788,2420,6070,9028,83,522,4136,7213,7213
8609,6463,4325,3328,7104,1787,6008,903,101,9737,8443,7353,100,2815,4131,5182,9600,3519,5570,6887,1103,4350,5261,4969,7107,7808,5704,1929,114,6393,9398,265,2622,2605,8845,2478,7132,8944,6545,1068,6145,7910,4995,8534,2159,2003,6698,7378,7675,3723,4153,99,5194,5569,9859,9196,7213,44,6318,7171,6236,9644,6029,6523,4760,6871,1492,9751,5286,4226,5206,9357,314,4208,9672,7840,2344,9316,7390,7699,7699
8051,2117,4283,1152,1825,7904,3491,5186,2093,5811,443,2590,1355,8336,7639,5863,2110,7982,7579,7505,6860,7246,2765,17,8104,8629,5693,5897,8343,4632,8866,7646,76,7753,4783,7765,5802,495,5944,8753,8023,5354,4850,3111,9237,4834,3999,3337,1947,1432,5893,1932,8650,7649,3031,1397,1848,5986,7912,4230,4039,8941,3039,2933,7724,9016,909,5,5404,8710,4023,7945,9578,524,4882,9255,2747,6955,5984,6435,6435
1134,6058,2304,66,2040,3421,1906,7687,3463,4427,8275,5203,7904,1576,3913,5110,7863,7367,1318,9909,5839,4301,2990,2103,4333,4877,1431,4188,5844,1597,9138,8665,2874,6958,8613,8035,7920,3462,2357,4799,3484,3609,2867,1454,2066,9897,2645,503,6165,4830,4190,4443,8282,904,4,5776,917,621,2584,7002,6569,6480,4433,621,7738,983,8048,9131,6925,6627,5932,5035,6630,5915,584,831,9352,1345,4502,9019,9019
9536,3407,6438,8044,140,7137,5952,5998,9189,9939,5163,4274,9186,4314,6571,5372,2631,2761,2677,1792,2022,7779,5979,6035,9860,1871,8979,600,8646,7534,4176,7986,880,7270,4071,697,9060,3578,1163,1228,5688,8958,7951,2082,3264,5911,6937,5758,4286,6935,621,4756,1256,4533,1502,1577,6672,1202,2080,8720,3037,9443,4855,8685,2848,1758,2328,3973,8606,644,6997,7082,2813,8602,1365,515,7966,8132,7929,6769,6769
5750,8211,3815,4319,3982,9560,314,7997,6872,3693,7720,710,6920,3109,8534,4954,6626,308,5257,3233,8490,7790,389,8043,5013,8055,6428,1889,8694,3604,5875,7266,2034,6936,1232,6677,7531,551,4995,2621,7686,6949,9667,7598,5000,8630,7747,4109,1972,8095,1736,4652,1103,7843,4133,1730,4890,374,7437,7839,5837,8188,4151,5483,6442,3786,6772,7159,9204,9666,7801,5369,6626,8330,9739,2612,1206,2277,5085,1388,1388
9716,117,9213,1735,4905,8451,4602,8081,6118,8436,7265,7329,5856,2572,9703,1978,6620,3358,4418,4526,910,3294,3907,7475,1224,4881,673,3325,65,618,7212,4574,9929,3006,6028,3724,3321,4543,9619,3275,2737,7731,486,5726,679,5070,1128,3577,9645,9059,4045,9328,2138,2199,1738,5481,656,6988,6705,4533,7698,5928,1449,8986,5767,1519,8467,1340,7361,6260,262,4093,4981,2651,9331,9747,1126,3193,8176,802,802
9371,4822,9806,146,4160,2669,8994,8955,872,5566,6356,9063,2008,6011,4391,2971,68,6505,5601,3176,7551,9547,2484,2181,6959,7639,7540,2485,791,3280,3272,6587,1546,8968,2176,6988,1725,7207,6754,6188,3828,494,9506,6687,355,1330,2933,985,3805,2214,9532,1581,6679,5648,1807,977,1478,4130,2254,1671,700,161,3376,6163,6845,6241,7671,6955,2415,4870,7640,6546,9908,8547,5783,7435,1826,9773,4600,2124,2124
7619,1317,9536,4818,2200,9219,5919,4835,1008,1977,7779,956,6545,2086,7618,5680,1311,2050,7935,1508,7805,4367,1232,939,8527,1537,6,6473,5979,6061,6759,612,2659,439,3990,5853,1067,7169,4200,4699,3704,8753,9888,9647,3069,7692,3556,3200,1663,6483,7701,7855,1985,7628,4825,6115,6536,3627,7428,478,7815,6979,8009,3444,8323,185,9068,7514,560,5744,3107,5187,7024,6156,2624,8964,218,3923,119,1345,1345
5617,4377,196,5456,5041,6332,9214,6069,1779,3728,1798,8371,8331,9061,445,4863,7198,4836,7656,8043,881,3549,5933,415,1877,7701,7773,4474,2687,9793,5678,2724,5811,2326,2148,7662,3751,7796,9682,1791,9004,8707,781,7608,4073,7557,7943,7615,1456,6846,3671,4312,3653,9075,463,199,3165,6744,820,7774,2491,2352,7240,9539,4131,8398,2226,7993,586,7385,8275,5637,4355,1812,7889,4971,7939,4177,3568,8493,8493
275,4434,5542,6451,2512,1576,3995,2621,2805,2399,1754,3722,3655,9403,1320,2255,7561,5090,5192,720,7024,1958,5871,1617,4545,2508,5857,7444,2621,9238,7649,704,3754,4652,3748,3895,444,1247,6654,9518,5190,1523,8866,73,494,7980,2885,8058,8853,3120,1211,5976,2770,9441,6343,6326,4743,9443,782,1607,7272,5628,7027,4320,2859,495,7579,6964,4002,6542,4938,2041,3201,6271,1604,2048,2957,2183,76,9487,9487
9721,5925,6907,4113,1488,5477,5026,1581,9084,3985,5225,4253,5011,3947,5,4630,1768,7864,1864,5212,1855,8237,3304,8500,7772,7564,6823,6992,2019,8347,4922,3191,7096,3085,103,9593,5503,4278,4862,8701,9740,4426,1702,3014,2308,6028,3122,5032,5705,1587,1622,7255,2433,3600,9701,2183,4990,4568,9861,2317,5878,6991,4602,155,7595,3370,6422,8198,2644,6203,7822,8946,3521,7991,1303,4900,2729,1236,9363,8558,8558
2997,8341,2475,1063,2268,6755,7688,732,4048,8303,6661,4785,839,5487,1894,5723,5139,805,5886,6046,9448,6758,1138,8253,6268,5845,150,4846,8097,568,5422,8323,7436,3425,9453,1185,6785,6916,4744,5932,8643,3543,3795,5063,5512,5805,9105,1080,9889,6201,3176,6480,4278,7231,8506,3767,1176,1398,7596,5437,3083,1198,2947,3992,2500,9133,7056,1933,1927,7703,2425,1758,3864,9407,1555,5967,810,6747,6943,7061,7061
2698,4800,1159,4781,1175,8348,6809,9564,2123,2492,1180,1194,8041,9731,6771,2168,1431,2566,6083,4988,4790,3497,1616,2155,621,5023,5869,6166,1423,9645,1343,9523,9694,9863,538,4727,7937,8176,5953,4275,8650,7085,90,670,4334,9090,5447,6410,7489,6691,4524,3996,615,2388,9822,5928,6211,8679,3842,4705,6778,8067,9081,2828,4815,3051,8042,2797,2824,6130,3223,7111,3303,9804,7125,8271,8752,6575,2248,8777,8777
1887,1175,5820,6799,7588,4164,5003,1082,5877,5366,8024,4828,9255,7281,7383,538,221,2409,5580,709,1274,3250,5114,7843,4915,2304,8486,4441,3644,2070,8197,3002,9960,5049,6745,6025,6365,3742,6632,6011,5358,647,356,5461,9438,8265,418,6873,1107,9096,9317,2748,2863,5640,9555,5586,7207,397,3631,7886,6639,5867,4045,2150,3660,4549,3296,877,768,8944,3886,6566,464,1553,8312,1719,5247,4874,9077,8833,8833
8825,4173,9075,602,8321,4307,3128,1853,55,9802,5666,4717,6524,3159,9191,1692,230,6876,6202,5277,3672,3456,9199,7974,9349,5396,684,2283,9764,5198,3154,704,7415,5361,9110,5734,4803,8385,1054,9877,4426,6771,1483,5631,8786,3019,2899,5496,383,9627,7800,1973,1715,9096,8688,7561,5284,3928,8063,4760,3589,6620,8424,6071,9130,9674,2272,3993,4409,5589,2105,1027,1923,6866,425,9670,4174,6003,9731,2427,2427
6372,690,9470,1504,8078,2984,2509,5442,3075,9193,88,4548,3862,1819,4708,1319,2940,3361,8869,8256,2810,6318,5072,7859,5970,3193,5816,2629,4921,6482,3600,5064,2164,8688,926,7665,198,2310,293,2933,1522,9847,4200,3367,8637,3802,5148,1466,4044,6671,5638,9731,242,958,8168,663,9730,9159,5240,6760,5010,3778,9352,524,8580,7311,3006,4453,2942,2262,8700,1049,595,1128,8936,2810,4038,6409,6213,2238,2238
